1000, 640, 640, 640
2000, 1283, 1283, 1283
3000, 1920, 1920, 1920
4000, 2559, 2559, 2559
5000, 3199, 3199, 3199
6000, 3861, 3861, 3861
7000, 4484, 4484, 4484
8000, 5174, 5174, 5174
9000, 5736, 5736, 5736
10000, 6400, 6400, 6400
11000, 7066, 7066, 7066
12000, 7679, 7679, 7679
13000, 8399, 8399, 8399
14000, 9033, 9033, 9033
15000, 9615, 9615, 9615
16000, 10310, 10310, 10310
17000, 10966, 10966, 10966
18000, 11577, 11577, 11577
19000, 12258, 12258, 12258

