1000, 0.0002779960632324219, 0.045586585998535156, 0.06829595565795898
2000, 0.0005905628204345703, 0.19011402130126953, 0.28266143798828125
3000, 0.0009353160858154297, 0.42847275733947754, 0.6363520622253418
4000, 0.0012712478637695312, 0.7712829113006592, 1.1461589336395264
5000, 0.0015404224395751953, 1.2121009826660156, 1.7905097007751465
6000, 0.0019028186798095703, 1.7547545433044434, 2.581267833709717
7000, 0.0021469593048095703, 2.359116554260254, 3.502464532852173
8000, 0.0026352405548095703, 3.1440343856811523, 4.651454448699951
9000, 0.002798795700073242, 3.993361711502075, 5.7993550300598145
10000, 0.003322124481201172, 4.83113169670105, 7.18831729888916
11000, 0.0036487579345703125, 5.8965723514556885, 8.726033687591553
12000, 0.003968477249145508, 7.03746223449707, 10.39562463760376
13000, 0.0045623779296875, 8.528164863586426, 12.298780918121338
14000, 0.0044744014739990234, 9.715523481369019, 14.4951913356781
15000, 0.005250215530395508, 11.732872247695923, 16.608741521835327
16000, 0.005407571792602539, 13.291585206985474, 19.77680778503418
17000, 0.005698204040527344, 14.577813148498535, 21.372215747833252
18000, 0.006030559539794922, 16.182302474975586, 25.59143376350403
19000, 0.006395578384399414, 19.381587028503418, 29.867599487304688
