1000, 672, 604, 545
2000, 1322, 1209, 1074
3000, 1976, 1813, 1612
4000, 2641, 2409, 2149
5000, 3300, 3010, 2680
6000, 3998, 3634, 3243
7000, 4643, 4244, 3767
8000, 5387, 4915, 4374
9000, 5904, 5384, 4797
10000, 6619, 6053, 5370
11000, 7305, 6684, 5953
12000, 7977, 7262, 6450
13000, 8640, 7917, 7045
14000, 9334, 8497, 7571
15000, 9956, 9079, 8078
16000, 10679, 9757, 8696
17000, 11324, 10335, 9226
18000, 12006, 10951, 9744
19000, 12669, 11601, 10313
