1000, 0.0016407966613769531, 0.031479597091674805, 0.04140830039978027
2000, 0.0019021034240722656, 0.13442325592041016, 0.1750946044921875
3000, 0.0009987354278564453, 0.3080778121948242, 0.4030275344848633
4000, 0.001272439956665039, 0.5454084873199463, 0.7198295593261719
5000, 0.0016093254089355469, 0.849329948425293, 1.1223881244659424
6000, 0.0019638538360595703, 1.2697629928588867, 1.6409964561462402
7000, 0.002238035202026367, 1.7119414806365967, 2.2429990768432617
8000, 0.0025942325592041016, 2.2068402767181396, 2.8851709365844727
9000, 0.0028717517852783203, 2.780386447906494, 3.678948402404785
10000, 0.01999640464782715, 3.4361090660095215, 4.544539213180542
11000, 0.0035495758056640625, 4.1369476318359375, 5.474143981933594
12000, 0.004005908966064453, 4.904947757720947, 6.464071989059448
13000, 0.004480838775634766, 5.87413763999939, 7.693516492843628
14000, 0.004779338836669922, 6.786384105682373, 8.972902297973633
15000, 0.0051233768463134766, 7.791965961456299, 10.29642915725708
16000, 0.005316734313964844, 8.885414123535156, 11.610136270523071
17000, 0.005814790725708008, 10.075543642044067, 13.306914329528809
18000, 0.006367921829223633, 11.30527114868164, 14.878842115402222
19000, 0.00642085075378418, 12.708881139755249, 16.75043773651123
