1000, 643, 585, 521
2000, 1307, 1209, 1066
3000, 1991, 1805, 1611
4000, 2648, 2423, 2164
5000, 3324, 3029, 2705
6000, 4031, 3714, 3291
7000, 4663, 4250, 3801
8000, 5300, 4827, 4282
9000, 5985, 5469, 4864
10000, 6593, 6021, 5352
11000, 7277, 6618, 5908
12000, 7922, 7215, 6416
13000, 8681, 7908, 7019
14000, 9272, 8469, 7527
15000, 9974, 9071, 8098
16000, 10618, 9644, 8590
17000, 11265, 10296, 9181
18000, 11974, 10919, 9736
19000, 12739, 11597, 10333
